"","treeID","stemID","tag","StemTag","sp","quadrat","gx","gy","MeasureID","CensusID","dbh","pom","hom","ExactDate","DFstatus","codes","countPOM","status","date"
"2283",16261,20141,"119106","119106","CASARB","823",153.39,447.24,614663,6,122,"1.25",1.25,2016-09-01,"alive","MAIN;A",1,"A",20698
"2284",16264,20144,"119109","119109","TABHET","823",150.75,450.6,614667,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT;B",1,"D",20698
"2285",16266,20146,"119112","119111","CASARB","823",151.59,451.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2286",16266,20147,"119112","119112","CASARB","823",151.59,451.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2287",16273,20154,"119119","119119","PSYBER","823",150.78,453.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2288",16296,20178,"119141","119141","CECSCH","823",150.86,458.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2289",16298,20180,"119144","119143","CORBOR","823",151.84,457.09,614669,6,25.4,"1.3",1.3,2016-09-01,"alive","SPROUT;A",1,"A",20698
"2290",16298,20181,"119144","119144","CORBOR","823",151.84,457.09,614670,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"G",20698
"2291",16299,20182,"119145","119145","PREMON","823",152.44,456.41,614671,6,121,"1.25",1.25,2016-09-01,"alive","MAIN;A",1,"A",20698
"2292",16302,20185,"119150","119148","PSYBRA","823",153.27,458.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2293",16302,20186,"119150","119149","PSYBRA","823",153.27,458.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2294",16302,20187,"119150","119150","PSYBRA","823",153.27,458.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2295",16309,20195,"119158","119158","TRIPAL","823",154.89,457.74,614672,6,41.8,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2296",16324,20210,"119172","119172","PSYBRA","823",149.7,456.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2297",16327,20213,"119175","119175","PSYBER","823",149.71,459.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2298",16330,20216,"119178","119178","PSYBER","823",146.99,455.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2299",16337,20223,"119184","119184","MICPRA","823",144.52,455.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2300",16338,20224,"119186","119186","PSYBRA","823",141.79,455.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2301",16340,20226,"119189","119189","PSYBER","823",141.81,454.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2302",16342,20228,"119190","119190","PSYBER","823",141.02,454.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2303",16343,20229,"119191","119191","TRIPAL","823",140.7,454.28,614597,6,28.1,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2304",16344,20230,"119192","119192","CASSYL","823",140.35,453.89,614598,6,50,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2305",16350,20241,"119201","119201","MICPRA","824",142.86,472.74,614736,6,NA,NA,NA,2016-08-31,"broken below","MAIN;A;LS;B",1,"G",20697
"2306",16351,20242,"119203","119202","PALRIP","824",140.28,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2307",16351,20243,"119203","119203","PALRIP","824",140.28,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2308",16354,20246,"119206","119206","OCOLEU","824",142,472.06,614737,6,NA,NA,NA,2016-08-31,"broken below","MAIN;A;LS;B",1,"G",20697
"2309",16363,20256,"119223","119223","PSYBER","824",144.7,464.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2310",16366,20260,"119227","119227","PREMON","824",143.34,463.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2311",16367,20261,"119228","119228","MYRDEF","824",142.47,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2312",16370,20264,"119232","119232","PREMON","824",144.14,460.97,614719,6,126,"1.35",1.33,2016-09-01,"alive","MAIN;A",1,"A",20698
"2313",16379,20273,"119245","119245","CECSCH","824",149.06,460.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2314",16381,20275,"119247","119247","CECSCH","824",149.54,460.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2315",16383,20277,"119249","119249","ANTOBT","824",148.83,462.09,614763,6,100,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2316",16385,20280,"119250","119250","CORBOR","824",148.54,461.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2317",16391,20286,"119256","119256","SCHMOR","824",148.26,464.04,614764,6,228,"1.25",1.25,2016-09-01,"alive","MAIN;A",1,"A",20698
"2318",16392,20287,"119259","119259","CECSCH","824",147.48,464.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2319",16394,20289,"119260","119260","CECSCH","824",147.42,462.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2320",16395,20290,"119261","119261","SCHMOR","824",147.04,463.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2321",16398,20293,"119265","119265","CECSCH","824",146.18,461.16,614765,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"G",20698
"2322",16400,20295,"119271","119271","CECSCH","824",146.03,463.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2323",16401,20296,"119272","119272","CECSCH","824",147.21,465.7,614770,6,304,"1.5",1.5,2016-09-01,"alive","MAIN;A",1,"A",20698
"2324",16409,20304,"119280","119280","PSYBRA","824",145.46,469.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2325",16410,20305,"119281","119281","MICPRA","824",148.76,467.83,614771,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"G",20698
"2326",16410,20306,"119281","119282","MICPRA","824",148.76,467.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2327",16412,20308,"119285","119284","PSYBRA","824",149.85,468.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2328",16412,20309,"119285","119285","PSYBRA","824",149.85,468.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2329",16412,20310,"119285","119286","PSYBRA","824",149.85,468.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2330",16413,20311,"119287","119287","CECSCH","824",149.06,469.81,614772,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT;B",1,"D",20698
"2331",16415,20313,"119289","119289","CECSCH","824",146.01,469.72,614773,6,253,"1.95",1.95,2016-09-01,"alive","MAIN;A",1,"A",20698
"2332",16417,20315,"119290","119290","CECSCH","824",146.52,470.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2333",16429,20331,"119304","119304","PSYBRA","824",151.9,470.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2334",16438,20343,"119315","119315","PREMON","824",146.04,475.46,614791,6,153,"1.25",1.27,2016-09-01,"alive","MAIN;A",1,"A",20698
"2335",16444,20350,"119322","119322","CECSCH","824",148.9,478.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2336",16452,20361,"119334","119334","CASARB","823",142.83,451.73,614599,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"G",20698
"2337",16454,20363,"119336","119336","SCHMOR","823",140.63,451.16,614600,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"2338",16456,20365,"119338","119338","SCHMOR","823",140.74,451.54,614601,6,75,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2339",16459,20368,"119340","119340","ALCLAT","823",140.75,450.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2340",16464,20374,"119346","119346","CASARB","823",149.59,450.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2341",16470,20380,"119351","119351","PSYBER","823",148.05,451.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2342",16475,20385,"119356","119356","SCHMOR","823",145.12,451.63,614636,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"2343",16479,20389,"119360","119360","PSYBRA","823",145.45,452.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2344",16481,20391,"119362","119362","PSYBRA","823",145.99,451.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2345",16482,20392,"119363","119363","PSYBER","823",146.38,452.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2346",16495,20405,"119376","119376","CASARB","823",146.34,453.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2347",16495,20406,"119376","119377","CASARB","823",146.34,453.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2348",16495,20407,"119376","119378","CASARB","823",146.34,453.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2349",16495,20408,"119376","119379","CASARB","823",146.34,453.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2350",16497,20411,"119380","119380","MYRSPL","823",149.22,445.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2351",16500,20414,"119383","119383","CECSCH","823",146.96,446.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2352",16506,20420,"119389","119389","PSYBER","823",146.92,448.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2353",16508,20422,"119391","119391","PSYBER","823",145.34,448.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2354",16509,20423,"119392","119392","CECSCH","823",145.72,447.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2355",16510,20424,"119393","119393","OCOLEU","823",145.2,447.69,614628,6,79,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2356",16514,20428,"119397","119397","PREMON","823",147.72,447.92,614629,6,129,"1.3",1.28,2016-09-01,"alive","MAIN;A",1,"A",20698
"2357",16515,20429,"119398","119398","PSYBER","823",146.48,447.02,614630,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"2358",16519,20436,"119400","119400","PSYBRA","823",146.58,446.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2359",16519,20437,"119400","119408","PSYBRA","823",146.58,446.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2360",16520,20438,"119401","119401","PSYBER","823",144.3,448.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2361",16521,20439,"119402","119402","PSYBRA","823",144.65,448.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2362",16522,20440,"119403","119403","PSYBRA","823",145.08,447.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2363",16522,20441,"119403","119404","PSYBRA","823",145.08,447.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2364",16523,20442,"119406","119405","PSYBRA","823",145.27,446.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2365",16523,20443,"119406","119406","PSYBRA","823",145.27,446.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2366",16526,20447,"119411","119411","SCHMOR","823",145.23,444.81,614610,6,165,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2367",16527,20448,"119412","119412","PALRIP","823",145.93,444.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2368",16529,20451,"119415","119415","SCHMOR","823",146.71,444.27,614611,6,126,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2369",16530,20452,"119416","119416","CASARB","823",146.97,443.55,614612,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"G",20698
"2370",16540,20465,"119426","119426","SCHMOR","823",149.06,444.73,614613,6,53,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2371",16540,20466,"119426","119427","SCHMOR","823",149.06,444.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2372",16544,20470,"119431","119431","CASARB","823",148.5,440.55,614614,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"2373",16544,20471,"119431","119432","CASARB","823",148.5,440.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2374",16547,20474,"119435","119435","SCHMOR","823",147.57,440.6,614615,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT;ST",1,"D",20698
"2375",16548,20475,"119436","119436","TRIPAL","823",147.75,441.13,614616,6,45.3,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2376",16550,20477,"119438","119438","PSYBRA","823",145.37,440.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2377",16551,20478,"119439","119439","CASARB","823",146.56,441.78,614617,6,142,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2378",16551,20479,"119439","119440","CASARB","823",146.56,441.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2379",16551,20480,"119439","119441","CASARB","823",146.56,441.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2380",16553,20482,"119442","119442","CECSCH","823",144.51,449.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2381",16555,20484,"119444","119444","PALRIP","823",141.96,448.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2382",16557,20486,"119446","119446","SCHMOR","823",140.66,447.78,614590,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT;B",1,"D",20698
"2383",16558,20487,"119447","119447","CASARB","823",140.05,447.48,614591,6,80,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2384",16559,20488,"119449","119449","PSYBRA","823",140.4,447.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2385",16559,20489,"119449","119450","PSYBRA","823",140.4,447.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2386",16559,20490,"119449","119451","PSYBRA","823",140.4,447.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2387",16561,20495,"119452","119452","HIRRUG","823",141.71,447.87,614592,6,60,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2388",16562,20496,"119453","119453","CECSCH","823",142.4,447.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2389",16566,20500,"119457","119457","SCHMOR","823",141.91,447.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2390",16567,20501,"119458","119458","PSYBRA","823",141.49,446.93,614593,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"2391",16567,20502,"119458","119459","PSYBRA","823",141.49,446.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2392",16567,20503,"119458","119460","PSYBRA","823",141.49,446.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2393",16569,20505,"119461","119461","MANBID","823",141.16,446.2,614594,6,31.6,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2394",16574,20510,"119468","119466","PSYBRA","823",140.29,445.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2395",16574,20511,"119468","119467","PSYBRA","823",140.29,445.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2396",16574,20512,"119468","119468","PSYBRA","823",140.29,445.08,614595,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"2397",16575,20513,"119469","119469","PSYBRA","723",139.81,445.33,611810,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"G",20698
"2398",16581,20519,"119474","119474","SCHMOR","823",144.84,442.94,614576,6,152,"1.35",1.35,2016-09-01,"alive","MAIN;A",1,"A",20698
"2399",16583,20521,"119476","119476","SCHMOR","823",143.6,442.5,614577,6,59,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2400",16584,20522,"119477","119477","PSYBER","823",143.61,442.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2401",16585,20523,"119478","119478","CECSCH","823",143.56,441.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2402",16586,20524,"119479","119479","SCHMOR","823",143.39,441.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2403",16588,20526,"119480","119480","PALRIP","823",144.68,441.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2404",16589,20527,"119481","119481","SCHMOR","823",144.63,440.63,614578,6,153,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2405",16591,20529,"119483","119483","LAEPRO","823",144.25,440.46,614579,6,59,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2406",16593,20531,"119485","119485","BYRSPI","823",144.81,440.26,614580,6,208,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2407",16595,20533,"119487","119487","CECSCH","823",144.69,440.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2408",16596,20534,"119488","119488","SCHMOR","823",142.52,440.22,614581,6,249,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2409",16598,20536,"119490","119489","PSYBRA","823",144.99,441.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2410",16598,20537,"119490","119490","PSYBRA","823",144.99,441.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2411",16600,20539,"119492","119492","PSYBRA","823",142.54,440.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2412",16601,20540,"119493","119493","PSYBER","823",142.34,440.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2413",16602,20541,"119494","119494","PSYBRA","823",142.38,440.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2414",16603,20542,"119495","119495","PSYBRA","823",141.1,441.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2415",16605,20544,"119497","119497","CECSCH","823",141.49,441.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2416",16610,20549,"119500","119500","CECSCH","723",139.83,440.31,611797,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT;T",1,"D",20698
"2417",16611,20550,"119501","119501","CECSCH","823",142.72,442.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2418",16612,20551,"119502","119502","PSYBER","823",142.27,442.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2419",16613,20552,"119503","119503","CECSCH","823",142.69,442.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2420",16614,20553,"119504","119504","SCHMOR","823",143.08,444.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2421",16617,20556,"119507","119507","PSYBER","823",142.38,444.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2422",16621,20561,"119510","119510","CECSCH","823",141.2,443.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2423",16623,20563,"119512","119512","PSYBRA","823",140.43,444.63,614582,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"2424",16624,20564,"119513","119513","PSYBRA","723",138.27,440.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2425",16624,20565,"119513","119514","PSYBRA","723",138.27,440.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2426",16624,20566,"119513","119515","PSYBRA","723",138.27,440.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2427",16624,20567,"119513","119516","PSYBRA","723",138.27,440.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2428",16625,20568,"119517","119517","ALCLAT","723",139.35,440.71,611798,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"G",20698
"2429",16625,20569,"119517","119518","ALCLAT","723",139.35,440.71,611799,6,60,"1.3",1.28,2016-09-01,"alive","SPROUT;A;C",1,"A",20698
"2430",16626,20570,"119519","119519","CECSCH","723",138.66,441.35,611800,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT;B",1,"D",20698
"2431",16632,20576,"119525","119525","CECSCH","723",137.89,442.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2432",16634,20578,"119527","119527","PSYBER","723",139,442.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2433",16638,20582,"119530","119530","SYMMAR","723",138.92,442.85,611801,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"G",20698
"2434",16639,20583,"119531","119531","CECSCH","723",139.18,443.98,611802,6,296,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2435",16641,20585,"119533","119533","PIPGLA","723",137.26,443.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2436",16651,20597,"119545","119545","OCOLEU","723",135.72,440.8,611804,6,38.1,"1.3",1.3,2016-09-01,"alive","MAIN;A;C",1,"A",20698
"2437",16653,20599,"119547","119547","CECSCH","723",135.32,440.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2438",16661,20608,"119558","119558","GUAGLA","723",135.42,450.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2439",16661,20609,"119558","119559","GUAGLA","723",135.42,450.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2440",16666,20614,"119563","119563","CORBOR","723",139.65,454.66,611820,6,40.5,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2441",16667,20615,"119564","119564","DENARB","723",138.27,453.54,611821,6,71,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2442",16669,20617,"119566","119566","CASSYL","723",137.22,454.43,611822,6,27.7,"1.3",1.3,2016-09-01,"alive","MAIN;A;C",1,"A",20698
"2443",16671,20619,"119568","119568","PSYBRA","723",138.07,459.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2444",16676,20624,"119575","119575","DRYGLA","723",132.36,459.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2445",16677,20625,"119576","119576","CECSCH","723",133.53,458.44,611791,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT;B",1,"D",20698
"2446",16678,20626,"119577","119577","PSYBRA","723",132.52,458.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2447",16678,20627,"119577","119578","PSYBRA","723",132.52,458.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2448",16687,20638,"119589","119589","PREMON","723",130.3,458.5,611792,6,167,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2449",16688,20639,"119590","119590","ORMKRU","723",130.63,457.74,611793,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"G",20698
"2450",16701,20655,"119603","119603","CASARB","723",134.39,453.79,611780,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"G",20698
"2451",16701,20656,"119603","119604","CASARB","723",134.39,453.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2452",16706,20661,"119609","119609","PALRIP","723",131.51,452.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2453",16707,20662,"119610","119610","CECSCH","723",131.67,452.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2454",16708,20663,"119611","119611","CECSCH","723",132.26,450.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2455",16709,20664,"119612","119612","CECSCH","723",132.5,450.34,611781,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"2456",16710,20665,"119613","119613","PSYBRA","723",130.54,450.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2457",16710,20666,"119613","119614","PSYBRA","723",130.54,450.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2458",16710,20667,"119613","119615","PSYBRA","723",130.54,450.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2459",16711,20668,"119616","119616","DRYGLA","723",131.73,447.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2460",16711,20669,"119616","119617","DRYGLA","723",131.73,447.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2461",16711,20670,"119616","119618","DRYGLA","723",131.73,447.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2462",16713,20672,"119620","119620","PSYBRA","723",132.93,448.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2463",16718,20677,"119625","119625","CECSCH","723",132.54,444.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2464",16720,20679,"119627","119627","OCOLEU","723",130.82,446.56,611775,6,32.5,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"2465",16720,20680,"119627","119628","OCOLEU","723",130.82,446.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2466",16720,20681,"119627","119629","OCOLEU","723",130.82,446.56,611776,6,35.8,"1.3",1.3,2016-09-01,"alive","SPROUT;A",1,"A",20698
"2467",16720,20682,"119627","119630","OCOLEU","723",130.82,446.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2468",16724,20688,"119633","119633","PSYBRA","723",130.7,444.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2469",16724,20689,"119633","119634","PSYBRA","723",130.7,444.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2470",16726,20692,"119637","119637","CECSCH","723",131.7,442.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2471",16733,20700,"119644","119644","PSYBER","723",130.44,441.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2472",16737,20704,"119648","119648","CECSCH","723",131.85,441.95,611760,6,NA,NA,NA,2016-08-31,"dead","MAIN;DEADT;ST",1,"D",20697
"2473",16743,20711,"119654","119654","CECSCH","723",133.35,442.93,611761,6,NA,NA,NA,2016-08-31,"dead","MAIN;DEADT",1,"D",20697
"2474",16744,20712,"119655","119655","PSYBRA","723",132.1,443.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2475",16744,20713,"119655","119656","PSYBRA","723",132.1,443.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"2476",16746,20715,"119658","119658","BYRSPI","723",131.82,444.71,611762,6,202,"1.15",1.17,2016-08-31,"alive","MAIN;A",1,"A",20697
"2477",16749,20718,"119660","119660","PIPGLA","723",134.89,444.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2478",16750,20719,"119661","119661","CECSCH","723",134.35,443.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"2479",16752,20721,"119664","119663","SLOBER","723",129.39,442.32,611722,6,105,"1.3",1.3,2016-08-31,"alive","SPROUT;A",1,"A",20697
"2480",16752,20722,"119664","119664","SLOBER","723",129.39,442.32,611723,6,51,"1.3",1.3,2016-08-31,"alive","MAIN;A",1,"A",20697
